order,source,name,name.correct,order.correct
453,apg_v14,Curtisiaceae,Curtisiaceae,Cornales
454,apg_v14,Cuscutaceae,Convolvulaceae,Solanales
455,apg_v14,Cyananthaceae,Campanulaceae,Asterales
456,apg_v14,Cyanastraceae,Tecophilaeaceae,Asparagales
457,apg_v14,Cyanellaceae,Tecophilaeaceae,Asparagales
458,apg_v14,Cyatheaceae,Cyatheaceae,Cyatheales
459,apg_v14,Cycadaceae,Cycadaceae,Cycadales
460,apg_v14,Cyclanthaceae,Cyclanthaceae,Pandanales
461,apg_v14,Cyclantheraceae,Cucurbitaceae,Cucurbitales
462,apg_v14,Cyclocheilaceae,Orobanchaceae,Lamiales
463,apg_v14,Cydoniaceae,Rosaceae,Rosales
464,apg_v14,Cymodoceaceae,Cymodoceaceae,Alismatales
465,apg_v14,Cynanchaceae,Apocynaceae,Gentianales
466,apg_v14,Cynaraceae,Asteraceae,Asterales
467,apg_v14,Cynocrambaceae,Rubiaceae,Gentianales
468,apg_v14,Cynodontaceae,Poaceae,Poales
469,apg_v14,Cynoglossaceae,Boraginaceae,Boraginales
470,apg_v14,Cynomoriaceae,Cynomoriaceae,Saxifragales
471,apg_v14,Cynosuraceae,Poaceae,Poales
472,apg_v14,Cyperaceae,Cyperaceae,Poales
473,apg_v14,Cyphiaceae,Campanulaceae,Asterales
474,apg_v14,Cyphocarpaceae,Campanulaceae,Asterales
475,apg_v14,Cypripediaceae,Orchidaceae,Asparagales
476,apg_v14,Cyrillaceae,Cyrillaceae,Ericales
477,apg_v14,Cyrtandraceae,Gesneriaceae,Lamiales
478,apg_v14,Cyrtanthaceae,Amaryllidaceae,Asparagales
479,apg_v14,Cystodiaceae,Cystodiaceae,Polypodiales
480,apg_v14,Cystopteridaceae,Cystopteridaceae,Eupolypod II
481,apg_v14,Cytinaceae,Cytinaceae,Malvales
482,apg_v14,Dacrycarpaceae,Podocarpacea,Cupressales
483,apg_v14,Dactylanthaceae,Balanophoraceae,Santalales
484,apg_v14,Dalbergiaceae,Fabaceae,Fabales
485,apg_v14,Daleaceae,Fabaceae,Fabales
486,apg_v14,Damasoniaceae,Alismataceae,Alismatales
487,apg_v14,Danaeaceae,Marattiaceae,Marattiales
488,apg_v14,Daphnaceae,Thymelaeaceae,Malvales
489,apg_v14,Daphniphyllaceae,Daphniphyllaceae,Saxifragales
490,apg_v14,Dasypogonaceae,Dasypogonaceae,Arecales
491,apg_v14,Datiscaceae,Datiscaceae,Cucurbitales
492,apg_v14,Daturaceae,Solanaceae,Solanales
493,apg_v14,Daucaceae,Apiaceae,Apiales
494,apg_v14,Davalliaceae,Davalliaceae,Polypodiales (Eupolypod I)
495,apg_v14,Davidiaceae,Nyssaceae,Cornales
496,apg_v14,Davidsoniaceae,Cunoniaceae,Oxalidales
497,apg_v14,Decaisneaceae,Lardizabalaceae,Ranunculales
498,apg_v14,Deeringiaceae,Amaranthaceae,Caryophyllales
499,apg_v14,Degeneriaceae,Degeneriaceae,Magnoliales
500,apg_v14,Delimaceae,Dilleniaceae,Dilleniales
501,apg_v14,Delphiniaceae,Ranunculaceae,Ranunculales
502,apg_v14,Dendrophthoaceae,Loranthaceae,Santalales
503,apg_v14,Dennstaedtiaceae,Dennstaedtiaceae,Polypodiales
504,apg_v14,Desfontainiaceae,Columelliaceae,Bruniales
505,apg_v14,Detariaceae,Fabaceae,Fabales
506,apg_v14,Dialypetalanthaceae,Rubiaceae,Gentianales
507,apg_v14,Dianellaceae,Asphodelaceae,Asparagales
508,apg_v14,Dianthaceae,Caryophyllaceae,Caryophyllales
509,apg_v14,Diapensiaceae,Diapensiaceae,Ericales
510,apg_v14,Dichapetalaceae,Dichapetalaceae,Malpighiales
511,apg_v14,Dichondraceae,Convolvulaceae,Solanales
512,apg_v14,Dicksoniaceae,Dicksoniaceae,Cyatheales
513,apg_v14,Diclidantheraceae,Polygalaceae,Fabales
514,apg_v14,Dicrastylidiaceae,Lamiaceae,Lamiales
515,apg_v14,Dictamnaceae,Rutaceae,Sapindales
516,apg_v14,Didiereaceae,Didiereaceae,Caryophyllales
517,apg_v14,Didymelaceae,Buxaceae,Buxales
518,apg_v14,Didymocarpaceae,Gesneriaceae,Lamiales
519,apg_v14,Diegodendraceae,Bixaceae,Malvales
520,apg_v14,Diervillaceae,Caprifoliaceae,Dipsacales
521,apg_v14,Digitalidaceae,Plantaginaceae,Lamiales
522,apg_v14,Dilatridaceae,Haemodoraceae,Commelinales
523,apg_v14,Dilleniaceae,Dilleniaceae,Dilleniales
524,apg_v14,Dioaceae,Zamiaceae,Cycadales
525,apg_v14,Dionaeaceae,Droseraceae,Caryophyllales
526,apg_v14,Dioncophyllaceae,Dioncophyllaceae,Caryophyllales
527,apg_v14,Dioscoreaceae,Dioscoreaceae,Dioscoreales
528,apg_v14,Diosmaceae,Rutaceae,Sapindales
529,apg_v14,Diospyraceae,Ebenaceae,Ericales
530,apg_v14,Dipentodontaceae,Dipentodontaceae,Huerteales
531,apg_v14,Diphylleiaceae,Berberidaceae,Ranunculales
532,apg_v14,Diplaziopsidaceae,Diplaziopsidaceae,Eupolypod II
533,apg_v14,Diplolaenaceae,Rutaceae,Sapindales
534,apg_v14,Dipsacaceae,Caprifoliaceae,Dipsacales
535,apg_v14,Dipteridaceae,Dipteridaceae,Gleicheniales
536,apg_v14,Dipterocarpaceae,Dipterocarpaceae,Malvales
537,apg_v14,Dirachmaceae,Dirachmaceae,Rosales
538,apg_v14,Disanthaceae,Hamamelidaceae,Saxifragales
539,apg_v14,Diselmaceae,Cupressaceae,Cupressales
540,apg_v14,Dodonaeaceae,Sapindaceae,Sapindales
541,apg_v14,Dombeyaceae,Malvaceae,Malvales
542,apg_v14,Donatiaceae,Stylidiaceae,Asterales
543,apg_v14,Dorsteniaceae,Moraceae,Rosales
544,apg_v14,Dortmannaceae,Campanulaceae,Asterales
545,apg_v14,Doryanthaceae,Doryanthaceae,Asparagales
546,apg_v14,Drabaceae,Brassicaceae,Brassicales
547,apg_v14,Dracaenaceae,Asparagaceae,Asparagales
548,apg_v14,Dracontiaceae,Araceae,Alismatales
549,apg_v14,Drimyidaceae,Winteraceae,Canellales
550,apg_v14,Droseraceae,Droseraceae,Caryophyllales
551,apg_v14,Drosophyllaceae,Drosophyllaceae,Caryophyllales
552,apg_v14,Dryadaceae,Rosaceae,Rosales
553,apg_v14,Drynariaceae,Polypodiaceae,Polypodiales (Eupolypod I)
554,apg_v14,Dryopteridaceae,Dryopteridaceae,Polypodiales (Eupolypod I)
555,apg_v14,Duabangaceae,Lythraceae,Myrtales
556,apg_v14,Duckeodendraceae,Solanaceae,Solanales
557,apg_v14,Dulongiaceae,Phyllonomaceae,Aquifoliales
558,apg_v14,Durantaceae,Verbenaceae,Lamiales
559,apg_v14,Durionaceae,Malvaceae,Malvales
560,apg_v14,Dysphaniaceae,Amaranthaceae,Caryophyllales
561,apg_v14,Ebenaceae,Ebenaceae,Ericales
562,apg_v14,Eccremidaceae,Asphodelaceae,Asparagales
563,apg_v14,Ecdeiocoleaceae,Ecdeiocoleaceae,Poales
564,apg_v14,Echiaceae,Boraginaceae,Boraginales
565,apg_v14,Echinariaceae,Poaceae,Poales
566,apg_v14,Echinopaceae,Asteraceae,Asterales
567,apg_v14,Ehretiaceae,Ehretiaceae,Boraginales
568,apg_v14,Ehrhartaceae,Poaceae,Poales
569,apg_v14,Elaeagnaceae,Elaeagnaceae,Rosales
570,apg_v14,Elaeocarpaceae,Elaeocarpaceae,Oxalidales
571,apg_v14,Elaphoglossaceae,Dryopteridaceae,Polypodiales (Eupolypod I)
572,apg_v14,Elatinaceae,Elatinaceae,Malpighiales
573,apg_v14,Elegiaceae,Restionaceae,Poales
574,apg_v14,Ellisiaceae,Hydrophyllaceae,Boraginales
575,apg_v14,Ellisiophyllaceae,Plantaginaceae,Lamiales
576,apg_v14,Elodeaceae,Hydrocharitaceae,Alismatales
577,apg_v14,Elytranthaceae,Loranthaceae,Santalales
578,apg_v14,Embeliaceae,Primulaceae,Ericales
579,apg_v14,Emblingiaceae,Emblingiaceae,Brassicales
580,apg_v14,Emmotaceae,Metteniusaceae,Metteniusales
581,apg_v14,Empetraceae,Ericaceae,Ericales
582,apg_v14,Encephalartaceae,Zamiaceae,Cycadales
583,apg_v14,Engelhardtiaceae,Juglandaceae,Fagales
584,apg_v14,Enhalaceae,Hydrocharitaceae,Alismatales
585,apg_v14,Epacridaceae,Ericaceae,Ericales
586,apg_v14,Ephedraceae,Ephedraceae,Gnetales
587,apg_v14,Ephemeranthaceae,Commelinaceae,Commelinales
588,apg_v14,Epilobiaceae,Onagraceae,Myrtales
589,apg_v14,Epimediaceae,Berberidaceae,Ranunculales
590,apg_v14,Equisetaceae,Equisetaceae,Equisetales
591,apg_v14,Eragrostidaceae,Poaceae,Poales
592,apg_v14,Eremolepidaceae,Santalaceae,Santalales
593,apg_v14,Eremosynaceae,Escalloniaceae,Escalloniales
594,apg_v14,Ericaceae,Ericaceae,Ericales
595,apg_v14,Erinaceae,Orobanchaceae,Lamiales
596,apg_v14,Eriocaulaceae,Eriocaulaceae,Poales
597,apg_v14,Eriogonaceae,Polygonaceae,Caryophyllales
598,apg_v14,Eriospermaceae,Asparagaceae,Asparagales
599,apg_v14,Erodiaceae,Geraniaceae,Geraniales
600,apg_v14,Erycibaceae,Convolvulaceae,Solanales
601,apg_v14,Eryngiaceae,Apiaceae,Apiales
602,apg_v14,Erysimaceae,Brassicaceae,Brassicales
603,apg_v14,Erythroniaceae,Liliaceae,Liliales
604,apg_v14,Erythropalaceae,Erythropalaceae,Santalales
605,apg_v14,Erythrospermaceae,Achariaceae,Malpighiales
606,apg_v14,Erythroxylaceae,Erythroxylaceae,Malpighiales
607,apg_v14,Escalloniaceae,Escalloniaceae,Escalloniales
608,apg_v14,Eschscholziaceae,Papaveraceae,Ranunculales
609,apg_v14,Eucomidaceae,Asparagaceae,Asparagales
610,apg_v14,Eucommiaceae,Eucommiaceae,Garryales
611,apg_v14,Eucryphiaceae,Cunoniaceae,Oxalidales
612,apg_v14,Eugeniaceae,Myrtaceae,Myrtales
613,apg_v14,Euonymaceae,Celastraceae,Celastrales
614,apg_v14,Eupatoriaceae,Asteraceae,Asterales
615,apg_v14,Euphorbiaceae,Euphorbiaceae,Malpighiales
616,apg_v14,Euphrasiaceae,Orobanchaceae,Lamiales
617,apg_v14,Euphroniaceae,Euphroniaceae,Malpighiales
618,apg_v14,Eupomatiaceae,Eupomatiaceae,Magnoliales
619,apg_v14,Eupteleaceae,Eupteleaceae,Ranunculales
620,apg_v14,Euryalaceae,Nymphaeaceae,Nymphaeales
621,apg_v14,Eustrephaceae,Asparagaceae,Asparagales
622,apg_v14,Euthemidaceae,Ochnaceae,Malpighiales
623,apg_v14,Eutocaceae,Hydrophyllaceae,Boraginales
624,apg_v14,Evolvulaceae,Convolvulaceae,Solanales
625,apg_v14,Exbucklandiaceae,Hamamelidaceae,Saxifragales
626,apg_v14,Exocarpaceae,Santalaceae,Santalales
627,apg_v14,Fabaceae,Fabaceae,Fabales
628,apg_v14,Fagaceae,Fagaceae,Fagales
629,apg_v14,Falcatifoliaceae,Podocarpaceae,Cupressales
630,apg_v14,Ferulaceae,Apiaceae,Apiales
631,apg_v14,Festucaceae,Poaceae,Poales
632,apg_v14,Ficaceae,Moraceae,Rosales
633,apg_v14,Ficoidaceae,Aizoaceae,Caryophyllales
634,apg_v14,Filicaceae,Dryopteridaceae,Polypodiales (Eupolypod I)
635,apg_v14,Fitzroyaceae,Cupressaceae,Cupressales
636,apg_v14,Flacourtiaceae,Salicaceae,Malpighiales
637,apg_v14,Flagellariaceae,Flagellariaceae,Poales
638,apg_v14,Flindersiaceae,Rutaceae,Sapindales
639,apg_v14,Foetidiaceae,Lecythidaceae,Ericales
640,apg_v14,Forestieraceae,Oleaceae,Lamiales
641,apg_v14,Fothergillaceae,Hamamelidaceae,Saxifragales
642,apg_v14,Fouquieriaceae,Fouquieriaceae,Ericales
643,apg_v14,Fragariaceae,Rosaceae,Rosales
644,apg_v14,Francoaceae,Francoaceae,Geraniales
645,apg_v14,Frangulaceae,Rhamnaceae,Rosales
646,apg_v14,Frankeniaceae,Frankeniaceae,Caryophyllales
647,apg_v14,Fraxinaceae,Oleaceae,Lamiales
648,apg_v14,Fraxinellaceae,Rutaceae,Sapindales
649,apg_v14,Freycinetiaceae,Pandanaceae,Pandanales
650,apg_v14,Fritillariaceae,Liliaceae,Liliales
651,apg_v14,Fuchsiaceae,Onagraceae,Myrtales
652,apg_v14,Fumariaceae,Papaveraceae,Ranunculales
653,apg_v14,Funkiaceae,Asparagaceae,Asparagales
654,apg_v14,Gaiadendraceae,Loranthaceae,Santalales
655,apg_v14,Galacinaceae,Diapensiaceae,Ericales
656,apg_v14,Galanthaceae,Amaryllidaceae,Asparagales
657,apg_v14,Galaxiaceae,Iridaceae,Asparagales
658,apg_v14,Galedupaceae,Fabaceae,Fabales
659,apg_v14,Galeniaceae,Aizoaceae,Caryophyllales
660,apg_v14,Galiaceae,Rubiaceae,Gentianales
661,apg_v14,Garciniaceae,Clusiaceae,Malpighiales
662,apg_v14,Gardeniaceae,Rubiaceae,Gentianales
663,apg_v14,Gardneriaceae,Loganiaceae,Gentianales
664,apg_v14,Garryaceae,Garryaceae,Garryales
665,apg_v14,Geissolomataceae,Geissolomataceae,Crossosomatales
666,apg_v14,Geitonoplesiaceae,Asphodelaceae,Asparagales
667,apg_v14,Gelsemiaceae,Gelsemiaceae,Gentianales
668,apg_v14,Geniostomataceae,Loganiaceae,Gentianales
669,apg_v14,Gentianaceae,Gentianaceae,Gentianales
670,apg_v14,Geoffroeaceae,Fabaceae,Fabales
671,apg_v14,Geonomataceae,Arecaceae,Arecales
672,apg_v14,Geosiridaceae,Iridaceae,Asparagales
673,apg_v14,Geraniaceae,Geraniaceae,Geraniales
674,apg_v14,Gerrardinaceae,Gerrardinaceae,Huerteales
675,apg_v14,Gesneriaceae,Gesneriaceae,Lamiales
676,apg_v14,Gethyllidaceae,Amaryllidaceae,Asparagales
677,apg_v14,Gilliesiaceae,Amaryllidaceae,Asparagales
678,apg_v14,Ginalloaceae,Santalaceae,Santalales
679,apg_v14,Ginkgoaceae,Ginkgoaceae,Ginkgoales
680,apg_v14,Gisekiaceae,Gisekiaceae,Caryophyllales
681,apg_v14,Gladiolaceae,Iridaceae,Asparagales
682,apg_v14,Glaucidiaceae,Ranunculaceae,Ranunculales
683,apg_v14,Glechomaceae,Lamiaceae,Lamiales
684,apg_v14,Gleicheniaceae,Gleicheniaceae,Gleicheniales
685,apg_v14,Glinaceae,Molluginaceae,Caryophyllales
686,apg_v14,Globulariaceae,Plantaginaceae,Lamiales
687,apg_v14,Glyceriaceae,Poaceae,Poales
688,apg_v14,Gnaphaliaceae,Asteraceae,Asterales
689,apg_v14,Gnetaceae,Gnetaceae,Gnetales
690,apg_v14,Gnidiaceae,Thymelaeaceae,Malvales
691,apg_v14,Goetzeaceae,Solanaceae,Solanales
692,apg_v14,Gomortegaceae,Gomortegaceae,Laurales
693,apg_v14,Gomphiaceae,Ochnaceae,Malpighiales
694,apg_v14,Gomphrenaceae,Amaranthaceae,Caryophyllales
695,apg_v14,Gonystylaceae,Thymelaeaceae,Malvales
696,apg_v14,Goodeniaceae,Goodeniaceae,Asterales
697,apg_v14,Gordoniaceae,Theaceae,Ericales
698,apg_v14,Gouaniaceae,Rhamnaceae,Rosales
699,apg_v14,Goupiaceae,Goupiaceae,Malpighiales
700,apg_v14,Gramineae,Gramineae,Poales
701,apg_v14,Grammitidaceae,Polypodiaceae,Polypodiales (Eupolypod I)
702,apg_v14,Gratiolaceae,Plantaginaceae,Lamiales
703,apg_v14,Grewiaceae,Malvaceae,Malvales
704,apg_v14,Greyiaceae,Francoaceae,Geraniales
705,apg_v14,Grielaceae,Neuradaceae,Malvales
706,apg_v14,Grindeliaceae,Asteraceae,Asterales
707,apg_v14,Griseliniaceae,Griseliniaceae,Apiales
708,apg_v14,Gronoviaceae,Loasaceae,Cornales
709,apg_v14,Grossulariaceae,Grossulariaceae,Saxifragales
710,apg_v14,Grubbiaceae,Grubbiaceae,Cornales
711,apg_v14,Guaiacanaceae,Ebenaceae,Ericales
712,apg_v14,Guamatelaceae,Guamatelaceae,Crossosomatales
713,apg_v14,Guettardaceae,Rubiaceae,Gentianales
714,apg_v14,Gunneraceae,Gunneraceae,Gunnerales
715,apg_v14,Gustaviaceae,Lecythidaceae,Ericales
716,apg_v14,Guttiferae,Clusiaceae,Malpighiales
717,apg_v14,Gymnogrammitidaceae,Polypodiaceae,Polypodiales (Eupolypod I)
718,apg_v14,Gyrocarpaceae,Hernandiaceae,Laurales
719,apg_v14,Gyrostemonaceae,Gyrostemonaceae,Brassicales
720,apg_v14,Hachetteaceae,Balanophoraceae,Santalales
721,apg_v14,Haemanthaceae,Amaryllidaceae,Asparagales
722,apg_v14,Haemodoraceae,Haemodoraceae,Commelinales
723,apg_v14,Halesiaceae,Styracaceae,Ericales
724,apg_v14,Halleriaceae,Stilbaceae,Lamiales
725,apg_v14,Halocarpaceae,Podocarpaceae,Cupressales
726,apg_v14,Halophilaceae,Hydrocharitaceae,Alismatales
727,apg_v14,Halophytaceae,Halophytaceae,Caryophyllales
728,apg_v14,Haloragaceae,Haloragaceae,Saxifragales
729,apg_v14,Hamamelidaceae,Hamamelidaceae,Saxifragales
730,apg_v14,Hameliaceae,Rubiaceae,Gentianales
731,apg_v14,Hanguanaceae,Hanguanaceae,Commelinales
732,apg_v14,Haptanthaceae,Buxacea,Buxales
733,apg_v14,Harmandiaceae,Aptandraceae,Santalales
734,apg_v14,Hebenstretiaceae,Scrophulariaceae,Lamiales
735,apg_v14,Hectorellaceae,Montiaceae,Caryophyllales
736,apg_v14,Hederaceae,Araliaceae,Apiales
737,apg_v14,Hedyosmaceae,Chloranthaceae,Chloranthales
738,apg_v14,Hedyotidaceae,Rubiaceae,Gentianales
739,apg_v14,Hedysaraceae,Fabaceae,Fabales
740,apg_v14,Heisteriaceae,Erythropalaceae,Santalales
741,apg_v14,Heleniaceae,Asteraceae,Asterales
742,apg_v14,Heliamphoraceae,Sarraceniaceae,Ericales
743,apg_v14,Helianthaceae,Asteraceae,Asterales
744,apg_v14,Helianthemaceae,Cistaceae,Malvales
745,apg_v14,Helichrysaceae,Asteraceae,Asterales
746,apg_v14,Heliconiaceae,Heliconiaceae,Zingiberales
747,apg_v14,Helicteraceae,Malvaceae,Malvales
748,apg_v14,Heliotropiaceae,Heliotropiaceae,Boraginales
749,apg_v14,Helleboraceae,Ranunculaceae,Ranunculales
750,apg_v14,Helmithostachyaceae,Ophioglossaceae,Ophioglossales
751,apg_v14,Heloniadaceae,Melanthiaceae,Liliales
752,apg_v14,Helosidaceae,Balanophoraceae,Santalales
753,apg_v14,Helwingiaceae,Helwingiaceae,Aquifoliales
754,apg_v14,Hemerocallidaceae,Asphodelaceae,Asparagales
755,apg_v14,Hemidictyaceae,Hemidictyaceae,Eupolypod II
756,apg_v14,Hemimeridaceae,Scrophulariaceae,Lamiales
757,apg_v14,Hemionotidaceae,Pteridaceae,Polypodiales
758,apg_v14,Hemiphylacaceae,Asparagaceae,Asparagales
759,apg_v14,Henriqueziaceae,Rubiaceae,Gentianales
760,apg_v14,Henslowiaceae,Crypteroniaceae,Myrtales
761,apg_v14,Hermanniaceae,Malvaceae,Malvales
762,apg_v14,Hernandiaceae,Hernandiaceae,Laurales
763,apg_v14,Herniariaceae,Caryophyllaceae,Caryophyllales
764,apg_v14,Herreriaceae,Asparagaceae,Asparagales
765,apg_v14,Hesperocallidaceae,Asparagaceae,Asparagales
766,apg_v14,Heterantheraceae,Pontederiaceae,Commelinales
767,apg_v14,Heteropyxidaceae,Myrtaceae,Myrtales
768,apg_v14,Heterostylaceae,Juncaginaceae,Alismatales
769,apg_v14,Hewardiaceae,Iridaceae,Asparagales
770,apg_v14,Hibbertiaceae,Dilleniaceae,Dilleniales
771,apg_v14,Hibiscaceae,Malvaceae,Malvales
772,apg_v14,Hilleriaceae,Petiveriaceae,Caryophyllales
773,apg_v14,Himantandraceae,Himantandraceae,Magnoliales
774,apg_v14,Hippocastanaceae,Sapindaceae,Sapindales
775,apg_v14,Hippocrateaceae,Celastraceae,Celastrales
776,apg_v14,Hippomanaceae,Euphorbiaceae,Malpighiales
777,apg_v14,Hippophaeaceae,Elaeagnaceae,Rosales
778,apg_v14,Hippuridaceae,Plantaginaceae,Lamiales
779,apg_v14,Hirtellaceae,Chrysobalanaceae,Malpighiales
780,apg_v14,Holacanthaceae,Simaroubaceae,Sapindales
781,apg_v14,Holcaceae,Poaceae,Poales
782,apg_v14,Homaliaceae,Salicaceae,Malpighiales
783,apg_v14,Hopkinsiaceae,Restionaceae,Poales
784,apg_v14,Hoplestigmataceae,Cordiaceae,Boraginales
785,apg_v14,Hordeaceae,Poaceae,Poales
786,apg_v14,Hornschuchiaceae,Annonaceae,Magnoliales
787,apg_v14,Hortensiaceae,Hydrangeaceae,Cornales
788,apg_v14,Hortoniaceae,Monimiaceae,Laurales
789,apg_v14,Hostaceae,Asparagaceae,Asparagales
790,apg_v14,Hottoniaceae,Primulaceae,Ericales
791,apg_v14,Houstoniaceae,Rubiaceae,Gentianales
792,apg_v14,Huaceae,Huaceae,Oxalidales
793,apg_v14,Huerteaceae,Tapisciaceae,Huerteales
794,apg_v14,Hugoniaceae,Linaceae,Malpighiales
795,apg_v14,Humbertiaceae,Convolvulaceae,Solanales
796,apg_v14,Humiriaceae,Humiriaceae,Malpighiales
797,apg_v14,Humulaceae,Cannabaceae,Rosales
798,apg_v14,Hyacinthaceae,Asparagaceae,Asparagales
799,apg_v14,Hydatellaceae,Hydatellaceae,Nymphaeales
800,apg_v14,Hydnoraceae,Aristolochiaceae,Piperales
801,apg_v14,Hydrangeaceae,Hydrangeaceae,Cornales
802,apg_v14,Hydrastidaceae,Ranunculaceae,Ranunculales
803,apg_v14,Hydrillaceae,Hydrocharitaceae,Alismatales
804,apg_v14,Hydroceraceae,Balsaminaceae,Ericales
805,apg_v14,Hydrocharitaceae,Hydrocharitaceae,Alismatales
806,apg_v14,Hydrocotylaceae,Araliaceae,Apiales
807,apg_v14,Hydrogetonaceae,Potamogetonaceae,Alismatales
808,apg_v14,Hydroleaceae,Hydroleaceae,Solanales
809,apg_v14,Hydropeltidaceae,Cabombaceae,Nymphaeales
810,apg_v14,Hydrophylacaceae,Rubiaceae,Gentianales
811,apg_v14,Hydrophyllaceae,Hydrophyllaceae,Boraginales
812,apg_v14,Hydrostachyaceae,Hydrostachyaceae,Cornales
813,apg_v14,Hymenocardiaceae,Phyllanthaceae,Malpighiales
814,apg_v14,Hymenophyllaceae,Hymenophyllaceae,Hymenophyllales
815,apg_v14,Hymenophyllopsidaceae,Cyatheaceae,Cyatheales
816,apg_v14,Hyoscyamaceae,Solanaceae,Solanales
817,apg_v14,Hypecoaceae,Papaveraceae,Ranunculales
818,apg_v14,Hyperantheraceae,Moringaceae,Brassicales
819,apg_v14,Hypericaceae,Hypericaceae,Malpighiales
820,apg_v14,Hypodematiaceae,Hypodematiaceae,Polypodiales (Eupolypod I)
821,apg_v14,Hypolepidaceae,Dennstaedtiaceae,Polypodiales
822,apg_v14,Hypopityaceae,Ericaceae,Ericales
823,apg_v14,Hypoxidaceae,Hypoxidaceae,Asparagales
824,apg_v14,Hypseocharitaceae,Geraniaceae,Geraniales
825,apg_v14,Icacinaceae,Icacinaceae,Icacinales
826,apg_v14,Idiospermaceae,Calycanthaceae,Laurales
827,apg_v14,Ilicaceae,Aquifoliaceae,Aquifoliales
828,apg_v14,Illecebraceae,Caryophyllaceae,Caryophyllales
829,apg_v14,Illiciaceae,Schisandraceae,Austrobaileyales
830,apg_v14,Illigeraceae,Hernandiaceae,Laurales
831,apg_v14,Impatientaceae,Balsaminaceae,Ericales
832,apg_v14,Imperatoriaceae,Apiaceae,Apiales
833,apg_v14,Inocarpaceae,Fabaceae,Fabales
834,apg_v14,Inulaceae,Asteraceae,Asterales
835,apg_v14,Iodaceae,Icacinaceae,Icacinales
836,apg_v14,Ionidiaceae,Violaceae,Malpighiales
837,apg_v14,Iriarteaceae,Arecaceae,Arecales
838,apg_v14,Iridaceae,Iridaceae,Asparagales
839,apg_v14,Irvingiaceae,Irvingiaceae,Malpighiales
840,apg_v14,Isatidaceae,Brassicaceae,Brassicales
841,apg_v14,Isnardiaceae,Onagraceae,Myrtales
842,apg_v14,Isoëtaceae,Isoëtaceae,Lycopodiales
843,apg_v14,Isophysidaceae,Iridaceae,Asparagales
844,apg_v14,Iteaceae,Iteaceae,Saxifragales
845,apg_v14,Ivaceae,Asteraceae,Asterales
846,apg_v14,Ixerbaceae,Strasburgeriaceae,Crossosomatales
847,apg_v14,Ixiaceae,Iridaceae,Asparagales
848,apg_v14,Ixioliriaceae,Ixioliriaceae,Asparagales
849,apg_v14,Ixonanthaceae,Ixonanthaceae,Malpighiales
850,apg_v14,Jalapaceae,Nyctaginaceae,Caryophyllales
851,apg_v14,Jamboliferaceae,Rutaceae,Sapindales
852,apg_v14,Japonoliriaceae,Petrosaviaceae,Petrosaviales
853,apg_v14,Jasionaceae,Campanulaceae,Asterales
854,apg_v14,Jasminiaceae,Oleaceae,Lamiales
855,apg_v14,Johnsoniaceae,Asphodelaceae,Asparagales
856,apg_v14,Joinvilleaceae,Joinvilleaceae,Poales
857,apg_v14,Juglandaceae,Juglandaceae,Fagales
858,apg_v14,Julianiaceae,Anacardiaceae,Sapindales
859,apg_v14,Juncaceae,Juncaceae,Poales
860,apg_v14,Juncaginaceae,Juncaginaceae,Alismatales
861,apg_v14,Juniperaceae,Cupressaceae,Cupressales
862,apg_v14,Jussiaeaceae,Onagraceae,Myrtales
863,apg_v14,Justiciaceae,Acanthaceae,Lamiales
864,apg_v14,Kadsuraceae,Schisandraceae,Austrobaileyales
865,apg_v14,Kaliphoraceae,Montiniaceae,Solanales
866,apg_v14,Kalmiaceae,Ericaceae,Ericales
867,apg_v14,Kaniaceae,Myrtaceae,Myrtales
868,apg_v14,Kasicarpaceae,Kasicarpaceae,"fossil Sarbaicarpales, ??near ""Hamamelidales"""
869,apg_v14,Kewaceae,Kewaceae,Caryophyllales
870,apg_v14,Kiggelariaceae,Achariaceae,Malpighiales
871,apg_v14,Kingdoniaceae,Circaeasteraceae,Ranunculales
872,apg_v14,Kingiaceae,Dasypogonaceae,Arecales
873,apg_v14,Kirengeshomaceae,Hydrangeaceae,Cornales
874,apg_v14,Kirkiaceae,Kirkiaceae,Sapindales
875,apg_v14,Kobresiaceae,Cyperaceae,Poales
876,apg_v14,Koeberliniaceae,Koeberliniaceae,Brassicales
877,apg_v14,Koelreuteriaceae,Sapindaceae,Sapindales
878,apg_v14,Krameriaceae,Krameriaceae,Zygophyllales
879,apg_v14,Labiatae,Labiatae,Lamiales
880,apg_v14,Lacandoniaceae,Triuridaceae,Pandanales
881,apg_v14,Lachenaliaceae,Asparagaceae,Asparagales
882,apg_v14,Lacistemataceae,Lacistemataceae,Malpighiales
883,apg_v14,Lactoridaceae,Aristolochiaceae,Piperales
884,apg_v14,Lactucaceae,Asteraceae,Asterales
885,apg_v14,Lagerstroemiaceae,Lythraceae,Myrtales
886,apg_v14,Lagoeciaceae,Apiaceae,Apiales
887,apg_v14,Laguraceae,Poaceae,Poales
888,apg_v14,Lamiaceae,Lamiaceae,Lamiales
889,apg_v14,Lanariaceae,Lanariaceae,Asparagales
890,apg_v14,Langsdorffiaceae,Balanophoraceae,Santalales
891,apg_v14,Lantanaceae,Verbenaceae,Lamiales
892,apg_v14,Lapageriaceae,Philesiaceae,Liliales
893,apg_v14,Lardizabalaceae,Lardizabalaceae,Ranunculales
