order,status,source,loc,loc.correct,latitude.gazetteer,longitude.gazetteer,resolution.gazetteer,priority
34450,ok,gdam,honduras_choluteca,honduras_choluteca,13.34605232,-87.1160258,state,2
8990,ok,gdam,honduras_choluteca_namasigue,honduras_choluteca_namasigue,13.15511403,-87.13073925,county,2
8991,ok,gdam,honduras_choluteca_orocuina,honduras_choluteca_orocuina,13.49370752,-87.14095914,county,2
8992,ok,gdam,honduras_choluteca_pespire,honduras_choluteca_pespire,13.57574833,-87.31815859,county,2
8993,ok,gdam,honduras_choluteca_san antonio flores,honduras_choluteca_san antonio flores,13.64745789,-87.33989518,county,2
8994,ok,gdam,honduras_choluteca_san isidro,honduras_choluteca_san isidro,13.64329941,-87.26212886,county,2
8995,ok,gdam,honduras_choluteca_san jose,honduras_choluteca_san jose,13.7197452,-87.42622183,county,2
8996,ok,gdam,honduras_choluteca_san marcos colon,honduras_choluteca_san marcos colon,13.40188083,-86.8246601,county,2
8997,ok,gdam,honduras_choluteca_santa ana yusguare,honduras_choluteca_santa ana yusguare,13.30238218,-87.09215548,county,2
8998,ok,gdam,honduras_colon_balfate,honduras_colon_balfate,15.75633089,-86.32219541,county,2
8999,ok,gdam,honduras_colon_bonito oriental,honduras_colon_bonito oriental,15.70473979,-85.73483074,county,2
9000,ok,gdam,honduras_colon_iriona,honduras_colon_iriona,15.56129008,-85.2293819,county,2
9001,ok,gdam,honduras_colon_limon,honduras_colon_limon,15.79115166,-85.50964755,county,2
34451,ok,gdam,honduras_colon,honduras_colon,15.64019666,-85.61154813,state,2
9002,ok,gdam,honduras_colon_saba,honduras_colon_saba,15.48089693,-86.16452434,county,2
9003,ok,gdam,honduras_colon_santa fe,honduras_colon_santa fe,15.85037141,-86.1102758,county,2
9004,ok,gdam,honduras_colon_santa rosa aguan,honduras_colon_santa rosa aguan,15.89965394,-85.67986214,county,2
9005,ok,gdam,honduras_colon_sonaguera,honduras_colon_sonaguera,15.63328443,-86.26291295,county,2
9006,ok,gdam,honduras_colon_tocoa,honduras_colon_tocoa,15.582827290000001,-85.95995973,county,2
9007,ok,gdam,honduras_colon_trujillo,honduras_colon_trujillo,15.82599962,-85.93874168,county,2
9008,ok,gdam,honduras_comayagua_ajuterique,honduras_comayagua_ajuterique,14.38659302,-87.72413263,county,2
9009,ok,gdam,honduras_comayagua_comayagua,honduras_comayagua_comayagua,14.4595102,-87.63060511,county,2
9010,ok,gdam,honduras_comayagua_el rosario,honduras_comayagua_el rosario,14.59818862,-87.73769211,county,2
9011,ok,gdam,honduras_comayagua_esquias,honduras_comayagua_esquias,14.65409959,-87.4240541,county,2
9012,ok,gdam,honduras_comayagua_humuya,honduras_comayagua_humuya,14.21476622,-87.708501,county,2
9013,ok,gdam,honduras_comayagua_la libertad,honduras_comayagua_la libertad,14.87552304,-87.60739279,county,2
9014,ok,gdam,honduras_comayagua_la trinidad,honduras_comayagua_la trinidad,14.70157221,-87.67814711,county,2
9015,ok,gdam,honduras_comayagua_lamani,honduras_comayagua_lamani,14.15143078,-87.63618325,county,2
9016,ok,gdam,honduras_comayagua_las lajas,honduras_comayagua_las lajas,14.86623841,-87.63866299,county,2
9017,ok,gdam,honduras_comayagua_lejamani,honduras_comayagua_lejamani,14.35933682,-87.69781454,county,2
9018,ok,gdam,honduras_comayagua_meambar,honduras_comayagua_meambar,14.82656658,-87.77970924,county,2
9019,ok,gdam,honduras_comayagua_minas oro,honduras_comayagua_minas oro,14.87684927,-87.46728378,county,2
34452,ok,gdam,honduras_comayagua,honduras_comayagua,14.61296663,-87.64010597,state,2
9020,ok,gdam,honduras_comayagua_ojo agua,honduras_comayagua_ojo agua,14.77438805,-87.66544101,county,2
9021,ok,gdam,honduras_comayagua_san jeronimo,honduras_comayagua_san jeronimo,14.62992234,-87.56776452,county,2
9022,ok,gdam,honduras_comayagua_san jose comayagua,honduras_comayagua_san jose comayagua,14.69010331,-88.03243036,county,2
9023,ok,gdam,honduras_comayagua_san jose potrero,honduras_comayagua_san jose potrero,14.84881601,-87.32397099,county,2
9024,ok,gdam,honduras_comayagua_san luis,honduras_comayagua_san luis,14.75537517,-87.47197398,county,2
9025,ok,gdam,honduras_comayagua_san sebastian,honduras_comayagua_san sebastian,14.19634104,-87.77696138,county,2
9026,ok,gdam,honduras_comayagua_siguatepeque,honduras_comayagua_siguatepeque,14.62945213,-87.8706473,county,2
9027,ok,gdam,honduras_comayagua_taulabe,honduras_comayagua_taulabe,14.72523995,-87.94656258,county,2
9028,ok,gdam,honduras_comayagua_villa san antonio,honduras_comayagua_villa san antonio,14.29282279,-87.53810966,county,2
9029,ok,gdam,honduras_copan_cabanas,honduras_copan_cabanas,14.76475917,-89.06755667,county,2
9030,ok,gdam,honduras_copan_concepcion,honduras_copan_concepcion,14.85788448,-88.88081396,county,2
9031,ok,gdam,honduras_copan_copan ruinas,honduras_copan_copan ruinas,14.92357364,-89.13088725,county,2
9032,ok,gdam,honduras_copan_corquin,honduras_copan_corquin,14.54766293,-88.84590808,county,2
9033,ok,gdam,honduras_copan_cucuyagua,honduras_copan_cucuyagua,14.67498287,-88.83810286,county,2
9034,ok,gdam,honduras_copan_dolores,honduras_copan_dolores,14.8948108,-88.83937515,county,2
9035,ok,gdam,honduras_copan_dulce nombre,honduras_copan_dulce nombre,14.85403585,-88.83501232,county,2
9036,ok,gdam,honduras_copan_el paraiso,honduras_copan_el paraiso,15.04817181,-88.98470874,county,2
9037,ok,gdam,honduras_copan_florida,honduras_copan_florida,15.1599711,-88.81518417,county,2
9038,ok,gdam,honduras_copan_la jigua,honduras_copan_la jigua,15.1000718,-88.76024004,county,2
9039,ok,gdam,honduras_copan_la union,honduras_copan_la union,14.68753134,-88.94054491,county,2
34453,ok,gdam,honduras_copan,honduras_copan,14.89890364,-88.89409529,state,2
9040,ok,gdam,honduras_copan_nueva arcadia,honduras_copan_nueva arcadia,15.07685618,-88.69996069,county,2
9041,ok,gdam,honduras_copan_san agustin,honduras_copan_san agustin,14.8133189,-88.92674331,county,2
9042,ok,gdam,honduras_copan_san antonio,honduras_copan_san antonio,15.04288548,-88.88436035,county,2
9043,ok,gdam,honduras_copan_san jeronimo,honduras_copan_san jeronimo,14.94915426,-88.89583972,county,2
9044,ok,gdam,honduras_copan_san jose,honduras_copan_san jose,14.8959073,-88.70575313,county,2
9045,ok,gdam,honduras_copan_san juan opoa,honduras_copan_san juan opoa,14.79640514,-88.7012006,county,2
9046,ok,gdam,honduras_copan_san nicolas,honduras_copan_san nicolas,14.9849661,-88.73680574,county,2
9047,ok,gdam,honduras_copan_san pedro,honduras_copan_san pedro,14.6026234,-88.80020817,county,2
9048,ok,gdam,honduras_copan_santa rita,honduras_copan_santa rita,14.87614026,-89.02635236,county,2
9049,ok,gdam,honduras_copan_santa rosa copan,honduras_copan_santa rosa copan,14.77769537,-88.76886293,county,2
9050,ok,gdam,honduras_copan_trinidad,honduras_copan_trinidad,14.93395829,-88.76903776,county,2
9051,ok,gdam,honduras_copan_veracruz,honduras_copan_veracruz,14.8706321,-88.78249223,county,2
9052,ok,gdam,honduras_cortes_choloma,honduras_cortes_choloma,15.64132938,-87.93399668,county,2
9053,ok,gdam,honduras_cortes_la lima,honduras_cortes_la lima,15.48181295,-87.86714381,county,2
34454,ok,gdam,honduras_cortes,honduras_cortes,15.39658755,-87.99667906,state,2
9054,ok,gdam,honduras_cortes_omoa,honduras_cortes_omoa,15.66574869,-88.17534607,county,2
9055,ok,gdam,honduras_cortes_pimienta,honduras_cortes_pimienta,15.26250679,-87.97057125,county,2
9056,ok,gdam,honduras_cortes_potrerillos,honduras_cortes_potrerillos,15.18356283,-87.95508901,county,2
9057,ok,gdam,honduras_cortes_puerto cortes,honduras_cortes_puerto cortes,15.78939776,-87.85193927,county,2
9058,ok,gdam,honduras_cortes_san antonio cortes,honduras_cortes_san antonio cortes,15.12175693,-88.02056776,county,2
9059,ok,gdam,honduras_cortes_san francisco yojoa,honduras_cortes_san francisco yojoa,15.01208638,-87.9826143,county,2
9060,ok,gdam,honduras_cortes_san manuel,honduras_cortes_san manuel,15.36772662,-87.9014047,county,2
9061,ok,gdam,honduras_cortes_san pedro sula,honduras_cortes_san pedro sula,15.50924473,-88.1182754,county,2
9062,ok,gdam,honduras_cortes_santa cruz yojoa,honduras_cortes_santa cruz yojoa,14.98909868,-87.88046873,county,2
9063,ok,gdam,honduras_cortes_villanueva,honduras_cortes_villanueva,15.31949717,-88.04705877,county,2
9064,ok,gdam,honduras_el paraiso_alauca,honduras_el paraiso_alauca,13.82988121,-86.69626946,county,2
9065,ok,gdam,honduras_el paraiso_danli,honduras_el paraiso_danli,14.09624716,-86.37883247,county,2
9066,ok,gdam,honduras_el paraiso_el paraiso,honduras_el paraiso_el paraiso,13.84316026,-86.51627585,county,2
9067,ok,gdam,honduras_el paraiso_guinope,honduras_el paraiso_guinope,13.8610319,-86.94782133,county,2
9068,ok,gdam,honduras_el paraiso_jacaleapa,honduras_el paraiso_jacaleapa,14.03542336,-86.69459099,county,2
9069,ok,gdam,honduras_el paraiso_liure,honduras_el paraiso_liure,13.54745743,-87.05891022,county,2
9070,ok,gdam,honduras_el paraiso_moroceli,honduras_el paraiso_moroceli,14.13763644,-86.86262536,county,2
34455,ok,gdam,honduras_el paraiso,honduras_el paraiso,14.01655548,-86.48299852,state,2
9071,ok,gdam,honduras_el paraiso_oropoli,honduras_el paraiso_oropoli,13.81090895,-86.83860509,county,2
9072,ok,gdam,honduras_el paraiso_potrerillos,honduras_el paraiso_potrerillos,14.04190989,-86.76550694,county,2
9073,ok,gdam,honduras_el paraiso_san antonio flores,honduras_el paraiso_san antonio flores,13.7093016,-86.84180054,county,2
9074,ok,gdam,honduras_el paraiso_san lucas,honduras_el paraiso_san lucas,13.74054402,-86.95424838,county,2
9075,ok,gdam,honduras_el paraiso_san matias,honduras_el paraiso_san matias,13.94834198,-86.65802907,county,2
9076,ok,gdam,honduras_el paraiso_soledad,honduras_el paraiso_soledad,13.60858258,-87.1470579,county,2
9077,ok,gdam,honduras_el paraiso_teupasenti,honduras_el paraiso_teupasenti,14.28432714,-86.69151196,county,2
9078,ok,gdam,honduras_el paraiso_texiguat,honduras_el paraiso_texiguat,13.66208628,-87.03885277,county,2
9079,ok,gdam,honduras_el paraiso_trojes,honduras_el paraiso_trojes,14.06008027,-85.85483208,county,2
9080,ok,gdam,honduras_el paraiso_vado ancho,honduras_el paraiso_vado ancho,13.63361543,-86.95241775,county,2
9081,ok,gdam,honduras_el paraiso_yauyupe,honduras_el paraiso_yauyupe,13.74783002,-87.08695813,county,2
9082,ok,gdam,honduras_el paraiso_yuscaran,honduras_el paraiso_yuscaran,13.94622051,-86.83275033,county,2
9083,ok,gdam,honduras_francisco morazan_alubaren,honduras_francisco morazan_alubaren,13.78731224,-87.47742475,county,2
9084,ok,gdam,honduras_francisco morazan_cedros,honduras_francisco morazan_cedros,14.51048693,-87.21300404,county,2
9085,ok,gdam,honduras_francisco morazan_curaren,honduras_francisco morazan_curaren,13.82723332,-87.57375898,county,2
9086,ok,gdam,honduras_francisco morazan_distrito central,honduras_francisco morazan_distrito central,14.16902977,-87.25960207,county,2
9087,ok,gdam,honduras_francisco morazan_el porvenir,honduras_francisco morazan_el porvenir,14.6998885,-87.24205767,county,2
9088,ok,gdam,honduras_francisco morazan_guaimaca,honduras_francisco morazan_guaimaca,14.50332538,-86.88156366,county,2
9089,ok,gdam,honduras_francisco morazan_la libertad,honduras_francisco morazan_la libertad,13.70772262,-87.50332171,county,2
9090,ok,gdam,honduras_francisco morazan_la venta,honduras_francisco morazan_la venta,13.72514161,-87.33170435,county,2
9091,ok,gdam,honduras_francisco morazan_lepaterique,honduras_francisco morazan_lepaterique,14.04239341,-87.50458557,county,2
9092,ok,gdam,honduras_francisco morazan_maraita,honduras_francisco morazan_maraita,13.8608884,-87.06058795,county,2
9093,ok,gdam,honduras_francisco morazan_marale,honduras_francisco morazan_marale,14.92774127,-87.10749319,county,2
34456,ok,gdam,honduras_francisco morazan,honduras_francisco morazan,14.28352027,-87.18812587,state,2
9094,ok,gdam,honduras_francisco morazan_nueva armenia,honduras_francisco morazan_nueva armenia,13.74318296,-87.16576751,county,2
9095,ok,gdam,honduras_francisco morazan_ojojona,honduras_francisco morazan_ojojona,13.92677498,-87.34411946,county,2
9096,ok,gdam,honduras_francisco morazan_orica,honduras_francisco morazan_orica,14.76084528,-86.95940067,county,2
9097,ok,gdam,honduras_francisco morazan_reitoca,honduras_francisco morazan_reitoca,13.85160222,-87.43465578,county,2
9098,ok,gdam,honduras_francisco morazan_sabanagrande,honduras_francisco morazan_sabanagrande,13.79280784,-87.26477618,county,2
9099,ok,gdam,honduras_francisco morazan_san antonio oriente,honduras_francisco morazan_san antonio oriente,14.02528537,-86.99680816,county,2
9100,ok,gdam,honduras_francisco morazan_san buenaventura,honduras_francisco morazan_san buenaventura,13.89082387,-87.19062162,county,2
9101,ok,gdam,honduras_francisco morazan_san ignacio,honduras_francisco morazan_san ignacio,14.7337873,-87.0753592,county,2
9102,ok,gdam,honduras_francisco morazan_san juan flores,honduras_francisco morazan_san juan flores,14.29028496,-86.98053526,county,2
9103,ok,gdam,honduras_francisco morazan_san miguelito,honduras_francisco morazan_san miguelito,13.74872448,-87.49526083,county,2
9104,ok,gdam,honduras_francisco morazan_santa ana,honduras_francisco morazan_santa ana,13.92865553,-87.24937351,county,2
9105,ok,gdam,honduras_francisco morazan_santa lucia,honduras_francisco morazan_santa lucia,14.11983121,-87.1030426,county,2
9106,ok,gdam,honduras_francisco morazan_talanga,honduras_francisco morazan_talanga,14.39943529,-87.08009959,county,2
9107,ok,gdam,honduras_francisco morazan_tatumbla,honduras_francisco morazan_tatumbla,13.97705169,-87.07589416,county,2
9108,ok,gdam,honduras_francisco morazan_valle angeles,honduras_francisco morazan_valle angeles,14.14198984,-87.02274778,county,2
9109,ok,gdam,honduras_francisco morazan_vallecillo,honduras_francisco morazan_vallecillo,14.51445444,-87.39862017,county,2
9110,ok,gdam,honduras_francisco morazan_villa san francisco,honduras_francisco morazan_villa san francisco,14.18406829,-86.96101244,county,2
9111,ok,gdam,honduras_gracias a dios_ahuas,honduras_gracias a dios_ahuas,15.46037844,-84.3090114,county,2
9112,ok,gdam,honduras_gracias a dios_brus laguna,honduras_gracias a dios_brus laguna,15.476229,-84.70740783,county,2
9113,ok,gdam,honduras_gracias a dios_juan francisco bulnes,honduras_gracias a dios_juan francisco bulnes,15.73051789,-84.91997041,county,2
34457,ok,gdam,honduras_gracias a dios,honduras_gracias a dios,15.22350587,-84.35055166,state,2
9114,ok,gdam,honduras_gracias a dios_puerto lempira,honduras_gracias a dios_puerto lempira,15.03520913,-84.0939641,county,2
9115,ok,gdam,honduras_gracias a dios_ramon villeda morales,honduras_gracias a dios_ramon villeda morales,15.0809566,-83.40134872,county,2
9116,ok,gdam,honduras_gracias a dios_wampusirpi,honduras_gracias a dios_wampusirpi,15.04692607,-84.67808169,county,2
9117,ok,gdam,honduras_intibuca_camasca,honduras_intibuca_camasca,13.98572411,-88.3854989,county,2
9118,ok,gdam,honduras_intibuca_colomoncagua,honduras_intibuca_colomoncagua,13.9631432,-88.27495372,county,2
9119,ok,gdam,honduras_intibuca_concepcion,honduras_intibuca_concepcion,14.03567161,-88.31959969,county,2
9120,ok,gdam,honduras_intibuca_dolores,honduras_intibuca_dolores,14.24731077,-88.3526761,county,2
9121,ok,gdam,honduras_intibuca_intibuca,honduras_intibuca_intibuca,14.4191153,-88.14823984,county,2
9122,ok,gdam,honduras_intibuca_jesus otoro,honduras_intibuca_jesus otoro,14.51313463,-88.01497763,county,2
9123,ok,gdam,honduras_intibuca_la esperanza,honduras_intibuca_la esperanza,14.23782113,-88.13001626,county,2
9124,ok,gdam,honduras_intibuca_magdalena,honduras_intibuca_magdalena,13.92110172,-88.37149411,county,2
9125,ok,gdam,honduras_intibuca_masaguara,honduras_intibuca_masaguara,14.37346769,-87.96627356,county,2
34458,ok,gdam,honduras_intibuca,honduras_intibuca,14.31695514,-88.20422926,state,2
9126,ok,gdam,honduras_intibuca_san antonio,honduras_intibuca_san antonio,13.92940854,-88.46453201,county,2
9127,ok,gdam,honduras_intibuca_san francisco opalaca,honduras_intibuca_san francisco opalaca,14.52466713,-88.27788691,county,2
9128,ok,gdam,honduras_intibuca_san isidro,honduras_intibuca_san isidro,14.55134227,-88.11607898,county,2
9129,ok,gdam,honduras_intibuca_san juan,honduras_intibuca_san juan,14.40487871,-88.4185418,county,2
9130,ok,gdam,honduras_intibuca_san marcos sierra,honduras_intibuca_san marcos sierra,14.12095762,-88.24449411,county,2
9131,ok,gdam,honduras_intibuca_san miguelito,honduras_intibuca_san miguelito,14.3426494,-88.34056224,county,2
9132,ok,gdam,honduras_intibuca_santa lucia,honduras_intibuca_santa lucia,13.90276861,-88.4196739,county,2
9133,ok,gdam,honduras_intibuca_yamaranguila,honduras_intibuca_yamaranguila,14.25081286,-88.2437956,county,2
9134,ok,gdam,honduras_islas bahia_guanaja,honduras_islas bahia_guanaja,16.4686112,-85.88396125,county,2
9135,ok,gdam,honduras_islas bahia_jose santos guardiola,honduras_islas bahia_jose santos guardiola,16.40897393,-86.32581111,county,2
34459,ok,gdam,honduras_islas bahia,honduras_islas bahia,16.36649724,-86.43453537,state,2
9136,ok,gdam,honduras_islas bahia_roatan,honduras_islas bahia_roatan,16.34253836,-86.49587177,county,2
9137,ok,gdam,honduras_islas bahia_utila,honduras_islas bahia_utila,16.09797388,-86.93200376,county,2
9138,ok,gdam,honduras_la paz_aguaqueterique,honduras_la paz_aguaqueterique,13.97219438,-87.65074336,county,2
9139,ok,gdam,honduras_la paz_cabanas,honduras_la paz_cabanas,13.97960303,-88.01371653,county,2
9140,ok,gdam,honduras_la paz_cane,honduras_la paz_cane,14.27257324,-87.6867896,county,2
9141,ok,gdam,honduras_la paz_chinacla,honduras_la paz_chinacla,14.17187745,-87.95414658,county,2
9142,ok,gdam,honduras_la paz_guajiquiro,honduras_la paz_guajiquiro,14.06867809,-87.78548073,county,2
9143,ok,gdam,honduras_la paz_la paz,honduras_la paz_la paz,14.29939122,-87.7548869,county,2
9144,ok,gdam,honduras_la paz_lauterique,honduras_la paz_lauterique,13.85234381,-87.66132133,county,2
9145,ok,gdam,honduras_la paz_marcala,honduras_la paz_marcala,14.13078985,-88.03317005,county,2
9146,ok,gdam,honduras_la paz_mercedes oriente,honduras_la paz_mercedes oriente,13.90908558,-87.77729203,county,2
34460,ok,gdam,honduras_la paz,honduras_la paz,14.09483471,-87.88235465,state,2
9147,ok,gdam,honduras_la paz_opatoro,honduras_la paz_opatoro,14.01672533,-87.87025889,county,2
9148,ok,gdam,honduras_la paz_san antonio norte,honduras_la paz_san antonio norte,13.88424569,-87.71784431,county,2
9149,ok,gdam,honduras_la paz_san jose,honduras_la paz_san jose,14.22228489,-87.95332427,county,2
9150,ok,gdam,honduras_la paz_san juan,honduras_la paz_san juan,13.9437547,-87.73441482,county,2
9151,ok,gdam,honduras_la paz_san pedro tutule,honduras_la paz_san pedro tutule,14.23609728,-87.84614459,county,2
9152,ok,gdam,honduras_la paz_santa ana,honduras_la paz_santa ana,13.97978764,-87.94391891,county,2
9153,ok,gdam,honduras_la paz_santa elena,honduras_la paz_santa elena,14.04641093,-88.15802318,county,2
9154,ok,gdam,honduras_la paz_santa maria,honduras_la paz_santa maria,14.25750006,-87.91084105,county,2
9155,ok,gdam,honduras_la paz_santiago puringla,honduras_la paz_santiago puringla,14.34565914,-87.87462635,county,2
9156,ok,gdam,honduras_la paz_yarula,honduras_la paz_yarula,14.09605366,-88.09552342,county,2
9157,ok,gdam,honduras_lempira_belen,honduras_lempira_belen,14.50867291,-88.42541189,county,2
9158,ok,gdam,honduras_lempira_candelaria,honduras_lempira_candelaria,14.0442839,-88.55573068,county,2
9159,ok,gdam,honduras_lempira_cololaca,honduras_lempira_cololaca,14.30053423,-88.87833341,county,2
9160,ok,gdam,honduras_lempira_erandique,honduras_lempira_erandique,14.22656098,-88.45380277,county,2
9161,ok,gdam,honduras_lempira_gracias,honduras_lempira_gracias,14.59331724,-88.61224367,county,2
9162,ok,gdam,honduras_lempira_gualcince,honduras_lempira_gualcince,14.11424602,-88.5662946,county,2
9163,ok,gdam,honduras_lempira_guarita,honduras_lempira_guarita,14.19477806,-88.83713723,county,2
9164,ok,gdam,honduras_lempira_la campa,honduras_lempira_la campa,14.45346829,-88.55558553,county,2
9165,ok,gdam,honduras_lempira_la iguala,honduras_lempira_la iguala,14.64207545,-88.44791101,county,2
9166,ok,gdam,honduras_lempira_la union,honduras_lempira_la union,14.79011217,-88.41598217,county,2
9167,ok,gdam,honduras_lempira_la virtud,honduras_lempira_la virtud,14.06450938,-88.68370783,county,2
9168,ok,gdam,honduras_lempira_las flores,honduras_lempira_las flores,14.65840846,-88.66437772,county,2
9169,ok,gdam,honduras_lempira_lepaera,honduras_lempira_lepaera,14.8091003,-88.58735819,county,2
9170,ok,gdam,honduras_lempira_mapulaca,honduras_lempira_mapulaca,14.0392178,-88.61947324,county,2
34461,ok,gdam,honduras_lempira,honduras_lempira,14.39697289,-88.58750119,state,2
9171,ok,gdam,honduras_lempira_piraera,honduras_lempira_piraera,14.04312653,-88.46098145,county,2
9172,ok,gdam,honduras_lempira_san andres,honduras_lempira_san andres,14.2176295,-88.61019123,county,2
9173,ok,gdam,honduras_lempira_san francisco,honduras_lempira_san francisco,14.11994081,-88.36525385,county,2
9174,ok,gdam,honduras_lempira_san juan guarita,honduras_lempira_san juan guarita,14.13341212,-88.77956701,county,2
9175,ok,gdam,honduras_lempira_san manuel colohete,honduras_lempira_san manuel colohete,14.43631891,-88.66548333,county,2
9176,ok,gdam,honduras_lempira_san marcos caiquin,honduras_lempira_san marcos caiquin,14.37161325,-88.59998824,county,2
9177,ok,gdam,honduras_lempira_san rafael,honduras_lempira_san rafael,14.69290885,-88.3728822,county,2
9178,ok,gdam,honduras_lempira_san sebastian,honduras_lempira_san sebastian,14.32993804,-88.72962272,county,2
9179,ok,gdam,honduras_lempira_santa cruz,honduras_lempira_santa cruz,14.33380435,-88.53307237,county,2
9180,ok,gdam,honduras_lempira_talgua,honduras_lempira_talgua,14.66995164,-88.72796071,county,2
9181,ok,gdam,honduras_lempira_tambla,honduras_lempira_tambla,14.21101317,-88.7573607,county,2
9182,ok,gdam,honduras_lempira_tomala,honduras_lempira_tomala,14.2342336,-88.73345881,county,2
9183,ok,gdam,honduras_lempira_valladolid,honduras_lempira_valladolid,14.13560645,-88.71083683,county,2
9184,ok,gdam,honduras_lempira_virginia,honduras_lempira_virginia,14.00133773,-88.56141159,county,2
22387,ok,gdam,honduras,honduras,14.81645704,-86.61612639,country,2
9185,ok,gdam,honduras_ocotepeque_belen gualcho,honduras_ocotepeque_belen gualcho,14.47077156,-88.77928723,county,2
9186,ok,gdam,honduras_ocotepeque_concepcion,honduras_ocotepeque_concepcion,14.51777495,-89.199805,county,2
9187,ok,gdam,honduras_ocotepeque_dolores merendon,honduras_ocotepeque_dolores merendon,14.5438213,-89.12835002,county,2
9188,ok,gdam,honduras_ocotepeque_fraternidad,honduras_ocotepeque_fraternidad,14.5720745,-89.06728854,county,2
9189,ok,gdam,honduras_ocotepeque_la encarnacion,honduras_ocotepeque_la encarnacion,14.65044274,-89.04288833,county,2
9190,ok,gdam,honduras_ocotepeque_la labor,honduras_ocotepeque_la labor,14.4813447,-89.03080116,county,2
9191,ok,gdam,honduras_ocotepeque_lucerna,honduras_ocotepeque_lucerna,14.57767197,-88.9781689,county,2
9192,ok,gdam,honduras_ocotepeque_mercedes,honduras_ocotepeque_mercedes,14.30202041,-89.00369232,county,2
34462,ok,gdam,honduras_ocotepeque,honduras_ocotepeque,14.47734073,-89.04319516,state,2
9193,ok,gdam,honduras_ocotepeque_ocotepeque,honduras_ocotepeque_ocotepeque,14.40276018,-89.21643073,county,2
9194,ok,gdam,honduras_ocotepeque_san fernando,honduras_ocotepeque_san fernando,14.68114053,-89.0817633,county,2
9195,ok,gdam,honduras_ocotepeque_san francisco valle,honduras_ocotepeque_san francisco valle,14.41243641,-88.98895206,county,2
9196,ok,gdam,honduras_ocotepeque_san jorge,honduras_ocotepeque_san jorge,14.61830291,-89.12140577,county,2
9197,ok,gdam,honduras_ocotepeque_san marcos,honduras_ocotepeque_san marcos,14.37903968,-88.92270191,county,2
9198,ok,gdam,honduras_ocotepeque_santa fe,honduras_ocotepeque_santa fe,14.48105229,-89.28341664,county,2
9199,ok,gdam,honduras_ocotepeque_sensenti,honduras_ocotepeque_sensenti,14.48933459,-88.92474864,county,2
9200,ok,gdam,honduras_ocotepeque_sinuapa,honduras_ocotepeque_sinuapa,14.43601396,-89.11618286,county,2
9201,ok,gdam,honduras_olancho_campamento,honduras_olancho_campamento,14.48109799,-86.65481683,county,2
9202,ok,gdam,honduras_olancho_catacamas,honduras_olancho_catacamas,14.58139658,-85.55518578,county,2
9203,ok,gdam,honduras_olancho_concordia,honduras_olancho_concordia,14.63756254,-86.72636596,county,2
9204,ok,gdam,honduras_olancho_dulce nombre culmi,honduras_olancho_dulce nombre culmi,15.05282736,-85.295518,county,2
9205,ok,gdam,honduras_olancho_el rosario,honduras_olancho_el rosario,14.88458021,-86.71389961,county,2
9206,ok,gdam,honduras_olancho_esquipulas norte,honduras_olancho_esquipulas norte,15.27354995,-86.57401925,county,2
9207,ok,gdam,honduras_olancho_gualaco,honduras_olancho_gualaco,15.19242434,-86.07659619,county,2
9208,ok,gdam,honduras_olancho_guarizama,honduras_olancho_guarizama,14.89512088,-86.29705868,county,2
9209,ok,gdam,honduras_olancho_guata,honduras_olancho_guata,15.15491676,-86.38343745,county,2
9210,ok,gdam,honduras_olancho_guayape,honduras_olancho_guayape,14.78983039,-86.84869048,county,2
9211,ok,gdam,honduras_olancho_jano,honduras_olancho_jano,15.06620092,-86.54285099,county,2
9212,ok,gdam,honduras_olancho_juticalpa,honduras_olancho_juticalpa,14.54013426,-86.32524329,county,2
9213,ok,gdam,honduras_olancho_la union,honduras_olancho_la union,15.0751018,-86.69915659,county,2
9214,ok,gdam,honduras_olancho_mangulile,honduras_olancho_mangulile,15.11703342,-86.85657786,county,2
9215,ok,gdam,honduras_olancho_manto,honduras_olancho_manto,14.8660779,-86.41355045,county,2
34463,ok,gdam,honduras_olancho,honduras_olancho,14.8300544,-85.93681989,state,2
9216,ok,gdam,honduras_olancho_patuca,honduras_olancho_patuca,14.31724656,-85.96826115,county,2
9217,ok,gdam,honduras_olancho_salama,honduras_olancho_salama,14.81222065,-86.65290912,county,2
9218,ok,gdam,honduras_olancho_san esteban,honduras_olancho_san esteban,15.30545481,-85.71453055,county,2
9219,ok,gdam,honduras_olancho_san francisco becerra,honduras_olancho_san francisco becerra,14.60846233,-86.04016073,county,2
9220,ok,gdam,honduras_olancho_san francisco paz,honduras_olancho_san francisco paz,14.83829126,-86.1327956,county,2
9221,ok,gdam,honduras_olancho_santa maria real,honduras_olancho_santa maria real,14.81141683,-85.95962478,county,2
9222,ok,gdam,honduras_olancho_silca,honduras_olancho_silca,14.74994903,-86.54797131,county,2
9223,ok,gdam,honduras_olancho_yocon,honduras_olancho_yocon,14.94874941,-86.83280258,county,2
9224,ok,gdam,honduras_santa barbara_arada,honduras_santa barbara_arada,14.83637255,-88.33346235,county,2
9225,ok,gdam,honduras_santa barbara_atima,honduras_santa barbara_atima,14.89869736,-88.48763699,county,2
9226,ok,gdam,honduras_santa barbara_azacualpa,honduras_santa barbara_azacualpa,15.35428172,-88.57753072,county,2
9227,ok,gdam,honduras_santa barbara_ceguaca,honduras_santa barbara_ceguaca,14.80391812,-88.1945789,county,2
