"order","source","kingdom","name","name.correct","order.correct","class.correct"
789,"apg_v14","plantae","Hydrogetonaceae","Potamogetonaceae","Alismatales","Liliopsida"
790,"apg_v14|col_v2025","plantae","Hydroleaceae","Hydroleaceae","Solanales","Magnoliopsida"
791,"apg_v14|col_v2025","plantae","Hydropeltidaceae","Cabombaceae","Nymphaeales","Magnoliopsida"
792,"apg_v14","plantae","Hydrophylacaceae","Rubiaceae","Gentianales","Magnoliopsida"
793,"apg_v14|col_v2025","plantae","Hydrophyllaceae","Hydrophyllaceae","Boraginales","Magnoliopsida"
794,"apg_v14|col_v2025","plantae","Hydrostachyaceae","Hydrostachyaceae","Cornales","Magnoliopsida"
795,"apg_v14","plantae","Hymenocardiaceae","Phyllanthaceae","Malpighiales","Magnoliopsida"
796,"apg_v14|col_v2025","plantae","Hymenophyllopsidaceae","Cyatheaceae","Cyatheales","Polypodiopsida"
797,"apg_v14|col_v2025","plantae","Hyoscyamaceae","Solanaceae","Solanales","Magnoliopsida"
798,"apg_v14|col_v2025","plantae","Hypecoaceae","Papaveraceae","Ranunculales","Magnoliopsida"
799,"apg_v14|col_v2025","plantae","Hyperantheraceae","Moringaceae","Brassicales","Magnoliopsida"
800,"apg_v14|col_v2025","plantae","Hypericaceae","Hypericaceae","Malpighiales","Magnoliopsida"
801,"apg_v14|col_v2025","plantae","Hypolepidaceae","Dennstaedtiaceae","Polypodiales","Polypodiopsida"
802,"apg_v14|col_v2025","plantae","Hypopityaceae","Ericaceae","Ericales","Magnoliopsida"
803,"apg_v14|col_v2025","plantae","Hypoxidaceae","Hypoxidaceae","Asparagales","Liliopsida"
804,"apg_v14|col_v2025","plantae","Hypseocharitaceae","Geraniaceae","Geraniales","Magnoliopsida"
805,"apg_v14|col_v2025","plantae","Icacinaceae","Icacinaceae","Icacinales","Magnoliopsida"
806,"apg_v14|col_v2025","plantae","Idiospermaceae","Calycanthaceae","Laurales","Magnoliopsida"
807,"apg_v14|col_v2025","plantae","Ilicaceae","Aquifoliaceae","Aquifoliales","Magnoliopsida"
808,"apg_v14|col_v2025","plantae","Illecebraceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
809,"apg_v14","plantae","Illiciaceae","Schisandraceae","Austrobaileyales","Magnoliopsida"
810,"apg_v14|col_v2025","plantae","Illigeraceae","Hernandiaceae","Laurales","Magnoliopsida"
811,"apg_v14|col_v2025","plantae","Impatientaceae","Balsaminaceae","Ericales","Magnoliopsida"
812,"apg_v14|col_v2025","plantae","Imperatoriaceae","Apiaceae","Apiales","Magnoliopsida"
813,"apg_v14","plantae","Inocarpaceae","Fabaceae","Fabales","Magnoliopsida"
814,"apg_v14|col_v2025","plantae","Inulaceae","Asteraceae","Asterales","Magnoliopsida"
815,"apg_v14|col_v2025","plantae","Iodaceae","Icacinaceae","Icacinales","Magnoliopsida"
816,"apg_v14","plantae","Ionidiaceae","Violaceae","Malpighiales","Magnoliopsida"
817,"apg_v14","plantae","Iriarteaceae","Arecaceae","Arecales","Liliopsida"
818,"apg_v14|col_v2025","plantae","Iridaceae","Iridaceae","Asparagales","Liliopsida"
819,"apg_v14|col_v2025","plantae","Irvingiaceae","Irvingiaceae","Malpighiales","Magnoliopsida"
820,"apg_v14|col_v2025","plantae","Isatidaceae","Brassicaceae","Brassicales","Magnoliopsida"
821,"apg_v14|col_v2025","plantae","Isnardiaceae","Onagraceae","Myrtales","Magnoliopsida"
822,"apg_v14","plantae","Isoëtaceae","Isoëtaceae","Lycopodiales",NA
823,"apg_v14","plantae","Isophysidaceae","Iridaceae","Asparagales","Liliopsida"
824,"apg_v14|col_v2025","plantae","Iteaceae","Iteaceae","Saxifragales","Magnoliopsida"
825,"apg_v14|col_v2025","plantae","Ivaceae","Asteraceae","Asterales","Magnoliopsida"
826,"apg_v14","plantae","Ixerbaceae","Strasburgeriaceae","Crossosomatales","Magnoliopsida"
827,"apg_v14","plantae","Ixiaceae","Iridaceae","Asparagales","Liliopsida"
828,"apg_v14|col_v2025","plantae","Ixioliriaceae","Ixioliriaceae","Asparagales","Liliopsida"
829,"apg_v14|col_v2025","plantae","Ixonanthaceae","Ixonanthaceae","Malpighiales","Magnoliopsida"
830,"apg_v14","plantae","Jalapaceae","Nyctaginaceae","Caryophyllales","Magnoliopsida"
831,"apg_v14|col_v2025","plantae","Jamboliferaceae","Rutaceae","Sapindales","Magnoliopsida"
832,"apg_v14","plantae","Japonoliriaceae","Petrosaviaceae","Petrosaviales","Liliopsida"
833,"apg_v14","plantae","Jasionaceae","Campanulaceae","Asterales","Magnoliopsida"
834,"apg_v14","plantae","Jasminiaceae","Oleaceae","Lamiales","Magnoliopsida"
835,"apg_v14","plantae","Johnsoniaceae","Asphodelaceae","Asparagales","Liliopsida"
836,"apg_v14|col_v2025","plantae","Joinvilleaceae","Joinvilleaceae","Poales","Liliopsida"
837,"apg_v14|col_v2025","plantae","Juglandaceae","Juglandaceae","Fagales","Magnoliopsida"
838,"apg_v14|col_v2025","plantae","Julianiaceae","Anacardiaceae","Sapindales","Magnoliopsida"
839,"apg_v14|col_v2025","plantae","Juncaceae","Juncaceae","Poales","Liliopsida"
840,"apg_v14|col_v2025","plantae","Juncaginaceae","Juncaginaceae","Alismatales","Liliopsida"
841,"apg_v14|col_v2025","plantae","Juniperaceae","Cupressaceae","Cupressales","Pinopsida"
842,"apg_v14|col_v2025","plantae","Jussiaeaceae","Onagraceae","Myrtales","Magnoliopsida"
843,"apg_v14|col_v2025","plantae","Justiciaceae","Acanthaceae","Lamiales","Magnoliopsida"
844,"apg_v14|col_v2025","plantae","Kadsuraceae","Schisandraceae","Austrobaileyales","Magnoliopsida"
845,"apg_v14|col_v2025","plantae","Kaliphoraceae","Montiniaceae","Solanales","Magnoliopsida"
846,"apg_v14","plantae","Kalmiaceae","Ericaceae","Ericales","Magnoliopsida"
847,"apg_v14|col_v2025","plantae","Kaniaceae","Myrtaceae","Myrtales","Magnoliopsida"
848,"apg_v14","plantae","Kasicarpaceae","Kasicarpaceae","fossil Sarbaicarpales, ??near ""Hamamelidales""",NA
849,"apg_v14|col_v2025","plantae","Kewaceae","Kewaceae","Caryophyllales","Magnoliopsida"
850,"apg_v14","plantae","Kiggelariaceae","Achariaceae","Malpighiales","Magnoliopsida"
851,"apg_v14|col_v2025","plantae","Kingdoniaceae","Circaeasteraceae","Ranunculales","Magnoliopsida"
852,"apg_v14","plantae","Kingiaceae","Dasypogonaceae","Arecales","Liliopsida"
853,"apg_v14|col_v2025","plantae","Kirengeshomaceae","Hydrangeaceae","Cornales","Magnoliopsida"
854,"apg_v14|col_v2025","plantae","Kirkiaceae","Kirkiaceae","Sapindales","Magnoliopsida"
855,"apg_v14","plantae","Kobresiaceae","Cyperaceae","Poales","Liliopsida"
856,"apg_v14|col_v2025","plantae","Koeberliniaceae","Koeberliniaceae","Brassicales","Magnoliopsida"
857,"apg_v14|col_v2025","plantae","Koelreuteriaceae","Sapindaceae","Sapindales","Magnoliopsida"
858,"apg_v14|col_v2025","plantae","Krameriaceae","Krameriaceae","Zygophyllales","Magnoliopsida"
859,"apg_v14","plantae","Labiatae","Labiatae","Lamiales",NA
860,"apg_v14","plantae","Lacandoniaceae","Triuridaceae","Pandanales","Liliopsida"
861,"apg_v14","plantae","Lachenaliaceae","Asparagaceae","Asparagales","Liliopsida"
862,"apg_v14|col_v2025","plantae","Lacistemataceae","Lacistemataceae","Malpighiales","Magnoliopsida"
863,"apg_v14","plantae","Lactoridaceae","Aristolochiaceae","Piperales","Magnoliopsida"
864,"apg_v14|col_v2025","plantae","Lactucaceae","Asteraceae","Asterales","Magnoliopsida"
865,"apg_v14|col_v2025","plantae","Lagerstroemiaceae","Lythraceae","Myrtales","Magnoliopsida"
866,"apg_v14|col_v2025","plantae","Lagoeciaceae","Apiaceae","Apiales","Magnoliopsida"
867,"apg_v14","plantae","Laguraceae","Poaceae","Poales","Liliopsida"
868,"apg_v14|col_v2025","plantae","Lamiaceae","Lamiaceae","Lamiales","Magnoliopsida"
869,"apg_v14|col_v2025","plantae","Lanariaceae","Lanariaceae","Asparagales","Liliopsida"
870,"apg_v14|col_v2025","plantae","Langsdorffiaceae","Balanophoraceae","Santalales","Magnoliopsida"
871,"apg_v14","plantae","Lantanaceae","Verbenaceae","Lamiales","Magnoliopsida"
872,"apg_v14","plantae","Lapageriaceae","Philesiaceae","Liliales","Liliopsida"
873,"apg_v14|col_v2025","plantae","Lardizabalaceae","Lardizabalaceae","Ranunculales","Magnoliopsida"
874,"apg_v14","plantae","Lasiaceae","Araceae","Alismatales","Liliopsida"
875,"apg_v14|col_v2025","plantae","Lasiopetalaceae","Malvaceae","Malvales","Magnoliopsida"
876,"apg_v14|col_v2025","plantae","Lauraceae","Lauraceae","Laurales","Magnoliopsida"
877,"apg_v14|col_v2025","plantae","Lawsoniaceae","Lythraceae","Myrtales","Magnoliopsida"
878,"apg_v14","plantae","Laxmanniaceae","Asparagaceae","Asparagales","Liliopsida"
879,"apg_v14|col_v2025","plantae","Lecythidaceae","Lecythidaceae","Ericales","Magnoliopsida"
880,"apg_v14|col_v2025","plantae","Ledaceae","Ericaceae","Ericales","Magnoliopsida"
881,"apg_v14|col_v2025","plantae","Ledocarpaceae","Francoaceae","Geraniales","Magnoliopsida"
882,"apg_v14|col_v2025","plantae","Leeaceae","Vitaceae","Vitales","Magnoliopsida"
883,"apg_v14","plantae","Legnotidaceae","Rhizophoraceae","Malpighiales","Magnoliopsida"
884,"apg_v14","plantae","Leguminosae","Fabaceae","Fabales","Magnoliopsida"
885,"apg_v14|col_v2025","plantae","Leitneriaceae","Simaroubaceae","Sapindales","Magnoliopsida"
886,"apg_v14","plantae","Lemnaceae","Araceae","Alismatales","Liliopsida"
887,"apg_v14","plantae","Lennoaceae","Ehretiaceae","Boraginales","Magnoliopsida"
888,"apg_v14|col_v2025","plantae","Lentibulariaceae","Lentibulariaceae","Lamiales","Magnoliopsida"
889,"apg_v14|col_v2025","plantae","Lentiscaceae","Anacardiaceae","Sapindales","Magnoliopsida"
890,"apg_v14|col_v2025","plantae","Leoniaceae","Violaceae","Malpighiales","Magnoliopsida"
891,"apg_v14|col_v2025","plantae","Leonticaceae","Berberidaceae","Ranunculales","Magnoliopsida"
892,"apg_v14|col_v2025","plantae","Lepidobotryaceae","Lepidobotryaceae","Celastrales","Magnoliopsida"
893,"apg_v14|col_v2025","plantae","Lepidocarpaceae","Proteaceae","Proteales","Magnoliopsida"
894,"apg_v14","plantae","Lepidocaryaceae","Arecaceae","Arecales","Liliopsida"
895,"apg_v14|col_v2025","plantae","Lepidocerataceae","Santalaceae","Santalales","Magnoliopsida"
896,"apg_v14","plantae","Lepidothamnaceae","Podocarpaceae","Cupressales","Pinopsida"
897,"apg_v14","plantae","Leptaulaceae","Cardiopteridaceae","Aquifoliales","Magnoliopsida"
898,"apg_v14|col_v2025","plantae","Leptospermaceae","Myrtaceae","Myrtales","Magnoliopsida"
899,"apg_v14","plantae","Lepturaceae","Poaceae","Poales","Liliopsida"
900,"apg_v14|col_v2025","plantae","Lepuropetalaceae","Celastraceae","Celastrales","Magnoliopsida"
901,"apg_v14","plantae","Leucojaceae","Amaryllidaceae","Asparagales","Liliopsida"
902,"apg_v14","plantae","Leuctenbergiaceae","Cactaceae","Caryophyllales","Magnoliopsida"
903,"apg_v14|col_v2025","plantae","Libocedraceae","Cupressaceae","Cupressales","Pinopsida"
904,"apg_v14|col_v2025","plantae","Licaniaceae","Chrysobalanaceae","Malpighiales","Magnoliopsida"
905,"apg_v14","plantae","Ligustraceae","Oleaceae","Lamiales","Magnoliopsida"
906,"apg_v14","plantae","Lilaeaceae","Juncaginaceae","Alismatales","Liliopsida"
907,"apg_v14|col_v2025","plantae","Liliaceae","Liliaceae","Liliales","Liliopsida"
908,"apg_v14|col_v2025","plantae","Limeaceae","Limeaceae","Caryophyllales","Magnoliopsida"
909,"apg_v14|col_v2025","plantae","Limnanthaceae","Limnanthaceae","Brassicales","Magnoliopsida"
910,"apg_v14","plantae","Limnnopityaceae","Cupressaceae","Cupressales","Pinopsida"
911,"apg_v14","plantae","Limnocharitaceae","Alismataceae","Alismatales","Liliopsida"
912,"apg_v14","plantae","Limodoraceae","Orchidaceae","Asparagales","Liliopsida"
913,"apg_v14|col_v2025","plantae","Limoniaceae","Plumbaginaceae","Caryophyllales","Magnoliopsida"
914,"apg_v14|col_v2025","plantae","Limosellaceae","Scrophulariaceae","Lamiales","Magnoliopsida"
915,"apg_v14|col_v2025","plantae","Linaceae","Linaceae","Malpighiales","Magnoliopsida"
916,"apg_v14|col_v2025","plantae","Linariaceae","Plantaginaceae","Lamiales","Magnoliopsida"
917,"apg_v14|col_v2025","plantae","Lindenbergiaceae","Orobanchaceae","Lamiales","Magnoliopsida"
918,"apg_v14|col_v2025","plantae","Linderniaceae","Linderniaceae","Lamiales","Magnoliopsida"
919,"apg_v14|col_v2025","plantae","Lindleyaceae","Rosaceae","Rosales","Magnoliopsida"
920,"apg_v14|col_v2025","plantae","Linnaeaceae","Caprifoliaceae","Dipsacales","Magnoliopsida"
921,"apg_v14","plantae","Liparidaceae","Orchidaceae","Asparagales","Liliopsida"
922,"apg_v14","plantae","Lippayaceae","Rubiaceae","Gentianales","Magnoliopsida"
923,"apg_v14","plantae","Liriaceae","Liliaceae","Liliales","Liliopsida"
924,"apg_v14","plantae","Liriodendraceae","Magnoliaceae","Magnoliales","Magnoliopsida"
925,"apg_v14","plantae","Lissocarpaceae","Ebenaceae","Ericales","Magnoliopsida"
926,"apg_v14|col_v2025","plantae","Littorellaceae","Plantaginaceae","Lamiales","Magnoliopsida"
927,"apg_v14|col_v2025","plantae","Loasaceae","Loasaceae","Cornales","Magnoliopsida"
928,"apg_v14","plantae","Lobeliaceae","Campanulaceae","Asterales","Magnoliopsida"
929,"apg_v14|col_v2025","plantae","Loganiaceae","Loganiaceae","Gentianales","Magnoliopsida"
930,"apg_v14","plantae","Loliaceae","Poaceae","Poales","Liliopsida"
931,"apg_v14","plantae","Lomandraceae","Asparagaceae","Asparagales","Liliopsida"
932,"apg_v14|col_v2025","plantae","Loniceraceae","Caprifoliaceae","Dipsacales","Magnoliopsida"
933,"apg_v14|col_v2025","plantae","Lopeziaceae","Onagraceae","Myrtales","Magnoliopsida"
934,"apg_v14|col_v2025","plantae","Lophiocarpaceae","Lophiocarpaceae","Caryophyllales","Magnoliopsida"
935,"apg_v14","plantae","Lophiolaceae","Nartheciaceae","Dioscoreales","Liliopsida"
936,"apg_v14|col_v2025","plantae","Lophiraceae","Ochnaceae","Malpighiales","Magnoliopsida"
937,"apg_v14|col_v2025","plantae","Lophophytaceae","Balanophoraceae","Santalales","Magnoliopsida"
938,"apg_v14|col_v2025","plantae","Lophopyxidaceae","Lophopyxidaceae","Malpighiales","Magnoliopsida"
939,"apg_v14|col_v2025","plantae","Lophosoriaceae","Dicksoniaceae","Cyatheales","Polypodiopsida"
940,"apg_v14|col_v2025","plantae","Loranthaceae","Loranthaceae","Santalales","Magnoliopsida"
941,"apg_v14","plantae","Lotaceae","Fabaceae","Fabales","Magnoliopsida"
942,"apg_v14|col_v2025","plantae","Lowiaceae","Lowiaceae","Zingiberales","Liliopsida"
943,"apg_v14|col_v2025","plantae","Loxogrammaceae","Polypodiaceae","Polypodiales (Eupolypod I)","Polypodiopsida"
944,"apg_v14|col_v2025","plantae","Lupulaceae","Cannabaceae","Rosales","Magnoliopsida"
945,"apg_v14|col_v2025","plantae","Luxemburgiaceae","Ochnaceae","Malpighiales","Magnoliopsida"
946,"apg_v14","plantae","Luzuriagaceae","Alstroemeriaceae","Liliales","Liliopsida"
947,"apg_v14|col_v2025","plantae","Lychnidaceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
948,"apg_v14|col_v2025","plantae","Lyciaceae","Solanaceae","Solanales","Magnoliopsida"
949,"apg_v14|col_v2025","plantae","Lycopodiaceae","Lycopodiaceae","Lycopodiales","Lycopodiopsida"
950,"apg_v14","plantae","Lyginiaceae","Restionaceae","Poales","Liliopsida"
951,"apg_v14","plantae","Lygodisodeaceae","Rubiaceae","Gentianales","Magnoliopsida"
952,"apg_v14|col_v2025","plantae","Lysimachiaceae","Primulaceae","Ericales","Magnoliopsida"
953,"apg_v14|col_v2025","plantae","Lythraceae","Lythraceae","Myrtales","Magnoliopsida"
954,"apg_v14|col_v2025","plantae","Macarisiaceae","Rhizophoraceae","Malpighiales","Magnoliopsida"
955,"apg_v14|col_v2025","plantae","Macarthuriaceae","Macarthuriaceae","Caryophyllales","Magnoliopsida"
956,"apg_v14|col_v2025","plantae","Mackinlayaceae","Apiaceae","Apiales","Magnoliopsida"
957,"apg_v14|col_v2025","plantae","Madiaceae","Asteraceae","Asterales","Magnoliopsida"
958,"apg_v14|col_v2025","plantae","Maesaceae","Primulaceae","Ericales","Magnoliopsida"
959,"apg_v14|col_v2025","plantae","Magnoliaceae","Magnoliaceae","Magnoliales","Magnoliopsida"
960,"apg_v14|col_v2025","plantae","Malaceae","Rosaceae","Rosales","Magnoliopsida"
961,"apg_v14|col_v2025","plantae","Malesherbiaceae","Passifloraceae","Malpighiales","Magnoliopsida"
962,"apg_v14","plantae","Malortieaceae","Arecaceae","Arecales","Liliopsida"
963,"apg_v14|col_v2025","plantae","Malpighiaceae","Malpighiaceae","Malpighiales","Magnoliopsida"
964,"apg_v14|col_v2025","plantae","Malvaceae","Malvaceae","Malvales","Magnoliopsida"
965,"apg_v14|col_v2025","plantae","Mangiaceae","Rhizophoraceae","Malpighiales","Magnoliopsida"
966,"apg_v14","plantae","Manicariaceae","Arecaceae","Arecales","Liliopsida"
967,"apg_v14|col_v2025","plantae","Mansoniaceae","Malvaceae","Malvales","Magnoliopsida"
968,"apg_v14","plantae","Mapaniaceae","Cyperaceae","Poales","Liliopsida"
969,"apg_v14|col_v2025","plantae","Marantaceae","Marantaceae","Zingiberales","Liliopsida"
970,"apg_v14|col_v2025","plantae","Marathraceae","Podostemaceae","Malpighiales","Magnoliopsida"
971,"apg_v14|col_v2025","plantae","Marcgraviaceae","Marcgraviaceae","Ericales","Magnoliopsida"
972,"apg_v14|col_v2025","plantae","Martyniaceae","Martyniaceae","Lamiales","Magnoliopsida"
973,"apg_v14","plantae","Mastixiaceae","Nyssaceae","Cornales","Magnoliopsida"
974,"apg_v14|col_v2025","plantae","Matricariaceae","Asteraceae","Asterales","Magnoliopsida"
975,"apg_v14|col_v2025","plantae","Maundiaceae","Maundiaceae","Alismatales","Liliopsida"
976,"apg_v14|col_v2025","plantae","Mayacaceae","Mayacaceae","Poales","Liliopsida"
977,"apg_v14|col_v2025","plantae","Mazaceae","Mazaceae","Lamiales","Magnoliopsida"
978,"apg_v14","plantae","Medeolaceae","Liliaceae","Liliales","Liliopsida"
979,"apg_v14|col_v2025","plantae","Medusagynaceae","Ochnaceae","Malpighiales","Magnoliopsida"
980,"apg_v14|col_v2025","plantae","Medusandraceae","Peridiscaceae","Saxifragales","Magnoliopsida"
981,"apg_v14|col_v2025","plantae","Melaleucaceae","Myrtaceae","Myrtales","Magnoliopsida"
982,"apg_v14|col_v2025","plantae","Melampyraceae","Orobanchaceae","Lamiales","Magnoliopsida"
983,"apg_v14|col_v2025","plantae","Melanophyllaceae","Torricelliaceae","Apiales","Magnoliopsida"
984,"apg_v14|col_v2025","plantae","Melanthiaceae","Melanthiaceae","Liliales","Liliopsida"
985,"apg_v14|col_v2025","plantae","Melastomataceae","Melastomataceae","Myrtales","Magnoliopsida"
986,"apg_v14|col_v2025","plantae","Meliaceae","Meliaceae","Sapindales","Magnoliopsida"
987,"apg_v14","plantae","Melianthaceae","Greyiaceae","Geraniales","Magnoliopsida"
988,"apg_v14","plantae","Melicaceae","Poaceae","Poales","Liliopsida"
989,"apg_v14|col_v2025","plantae","Meliosmaceae","Sabiaceae","Proteales","Magnoliopsida"
990,"apg_v14","plantae","Melittidaceae","Lamiaceae","Lamiales","Magnoliopsida"
991,"apg_v14|col_v2025","plantae","Melochiaceae","Malvaceae","Malvales","Magnoliopsida"
992,"apg_v14|col_v2025","plantae","Memecylaceae","Melastomataceae","Myrtales","Magnoliopsida"
993,"apg_v14|col_v2025","plantae","Mendonciaceae","Acanthaceae","Lamiales","Magnoliopsida"
994,"apg_v14|col_v2025","plantae","Menispermaceae","Menispermaceae","Ranunculales","Magnoliopsida"
995,"apg_v14","plantae","Menthaceae","Lamiaceae","Lamiales","Magnoliopsida"
996,"apg_v14|col_v2025","plantae","Menyanthaceae","Menyanthaceae","Asterales","Magnoliopsida"
997,"apg_v14","plantae","Menzieziaceae","Ericaceae","Ericales","Magnoliopsida"
998,"apg_v14","plantae","Mercurialaceae","Euphorbiaceae","Malpighiales","Magnoliopsida"
999,"apg_v14","plantae","Merenderaceae","Colchicaceae","Liliales","Liliopsida"
1000,"apg_v14|col_v2025","plantae","Mesembryaceae","Aizoaceae","Caryophyllales","Magnoliopsida"
1001,"apg_v14|col_v2025","plantae","Mesembryanthemaceae","Aizoaceae","Caryophyllales","Magnoliopsida"
1002,"apg_v14|col_v2025","plantae","Mespilaceae","Rosaceae","Rosales","Magnoliopsida"
1003,"apg_v14","plantae","Metasequioaceae","Cupressaceae","Cupressales","Pinopsida"
1004,"apg_v14|col_v2025","plantae","Metteniusaceae","Metteniusaceae","Metteniusales","Magnoliopsida"
1005,"apg_v14|col_v2025","plantae","Meyeniaceae","Acanthaceae","Lamiales","Magnoliopsida"
1006,"apg_v14|col_v2025","plantae","Miconiaceae","Melastomataceae","Myrtales","Magnoliopsida"
1007,"apg_v14","plantae","Micrantheaceae","Picrodendraceae","Malpighiales","Magnoliopsida"
1008,"apg_v14|col_v2025","plantae","Microbiotaceae","Cupressaceae","Cupressales","Pinopsida"
1009,"apg_v14|col_v2025","plantae","Microcachrydaceae","Podocarpaceae","Cupressales","Pinopsida"
1010,"apg_v14","plantae","Microcycadaceae","Zamiaceae","Cycadales","Cycadopsida"
1011,"apg_v14|col_v2025","plantae","Microstrobaceae","Podocarpaceae","Cupressales","Pinopsida"
1012,"apg_v14|col_v2025","plantae","Microteaceae","Microteaceae","Caryophyllales","Magnoliopsida"
1013,"apg_v14","plantae","Miliaceae","Poaceae","Poales","Liliopsida"
1014,"apg_v14","plantae","Milulaceae","Amaryllidaceae","Asparagales","Liliopsida"
1015,"apg_v14","plantae","Mimosaceae","Fabaceae","Fabales","Magnoliopsida"
1016,"apg_v14|col_v2025","plantae","Minuartiaceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
1017,"apg_v14|col_v2025","plantae","Mirabilidaceae","Nyctaginaceae","Caryophyllales","Magnoliopsida"
1018,"apg_v14|col_v2025","plantae","Misodendraceae","Misodendraceae","Santalales","Magnoliopsida"
1019,"apg_v14|col_v2025","plantae","Mitrastemonaceae","Mitrastemonaceae","Ericales","Magnoliopsida"
1020,"apg_v14","plantae","Miyoshiaceae","Petrosaviaceae","Petrosaviales","Liliopsida"
1021,"apg_v14|col_v2025","plantae","Modeccaceae","Passifloraceae","Malpighiales","Magnoliopsida"
1022,"apg_v14|col_v2025","plantae","Molluginaceae","Molluginaceae","Caryophyllales","Magnoliopsida"
1023,"apg_v14","plantae","Monardaceae","Lamiaceae","Lamiales","Magnoliopsida"
1024,"apg_v14|col_v2025","plantae","Monimiaceae","Monimiaceae","Laurales","Magnoliopsida"
1025,"apg_v14|col_v2025","plantae","Monodoraceae","Annonaceae","Magnoliales","Magnoliopsida"
1026,"apg_v14|col_v2025","plantae","Monotaceae","Dipterocarpaceae","Malvales","Magnoliopsida"
1027,"apg_v14|col_v2025","plantae","Monotropaceae","Ericaceae","Ericales","Magnoliopsida"
1028,"apg_v14","plantae","Monsteraceae","Araceae","Alismatales","Liliopsida"
1029,"apg_v14|col_v2025","plantae","Montiaceae","Montiaceae","Caryophyllales","Magnoliopsida"
1030,"apg_v14|col_v2025","plantae","Montiniaceae","Montiniaceae","Solanales","Magnoliopsida"
1031,"apg_v14","plantae","Montsechiaceae","Montsechiaceae","Ceratophyllales",NA
1032,"apg_v14|col_v2025","plantae","Moraceae","Moraceae","Rosales","Magnoliopsida"
1033,"apg_v14","plantae","Moreniaceae","Arecaceae","Arecales","Liliopsida"
1034,"apg_v14|col_v2025","plantae","Morinaceae","Caprifoliaceae","Dipsacales","Magnoliopsida"
1035,"apg_v14|col_v2025","plantae","Moringaceae","Moringaceae","Brassicales","Magnoliopsida"
1036,"apg_v14|col_v2025","plantae","Mouririaceae","Melastomataceae","Myrtales","Magnoliopsida"
1037,"apg_v14|col_v2025","plantae","Moutabeaceae","Polygalaceae","Fabales","Magnoliopsida"
1038,"apg_v14|col_v2025","plantae","Muntingiaceae","Muntingiaceae","Malvales","Magnoliopsida"
1039,"apg_v14|col_v2025","plantae","Musaceae","Musaceae","Zingiberales","Liliopsida"
1040,"apg_v14|col_v2025","plantae","Mutisiaceae","Asteraceae","Asterales","Magnoliopsida"
1041,"apg_v14|col_v2025","plantae","Myodocarpaceae","Myodocarpaceae","Apiales","Magnoliopsida"
1042,"apg_v14|col_v2025","plantae","Myoporaceae","Scrophulariaceae","Lamiales","Magnoliopsida"
1043,"apg_v14|col_v2025","plantae","Myricaceae","Myricaceae","Fagales","Magnoliopsida"
1044,"apg_v14|col_v2025","plantae","Myriophyllaceae","Haloragaceae","Saxifragales","Magnoliopsida"
1045,"apg_v14|col_v2025","plantae","Myristicaceae","Myristicaceae","Magnoliales","Magnoliopsida"
1046,"apg_v14|col_v2025","plantae","Myrobalanaceae","Combretaceae","Myrtales","Magnoliopsida"
1047,"apg_v14|col_v2025","plantae","Myrothamnaceae","Myrothamnaceae","Gunnerales","Magnoliopsida"
1048,"apg_v14|col_v2025","plantae","Myrrhiniaceae","Myrtaceae","Myrtales","Magnoliopsida"
1049,"apg_v14|col_v2025","plantae","Myrsinaceae","Primulaceae","Ericales","Magnoliopsida"
1050,"apg_v14|col_v2025","plantae","Myrtaceae","Myrtaceae","Myrtales","Magnoliopsida"
1051,"apg_v14","plantae","Mystropetalaceae","Balanophoraceae","Santalales","Magnoliopsida"
1052,"apg_v14|col_v2025","plantae","Nageiaceae","Podocarpaceae","Cupressales","Pinopsida"
1053,"apg_v14","plantae","Najadaceae","Hydrocharitaceae","Alismatales","Liliopsida"
1054,"apg_v14|col_v2025","plantae","Namaceae","Namaceae","Boraginales","Magnoliopsida"
1055,"apg_v14|col_v2025","plantae","Nandinaceae","Berberidaceae","Ranunculales","Magnoliopsida"
1056,"apg_v14","plantae","Nanodeaceae","Santalaceae","Santalales","Magnoliopsida"
1057,"apg_v14","plantae","Napoleonaeaceae","Lecythidaceae","Ericales","Magnoliopsida"
1058,"apg_v14","plantae","Narcissaceae","Amaryllidaceae","Asparagales","Liliopsida"
1059,"apg_v14","plantae","Nardaceae","Poaceae","Poales","Liliopsida"
1060,"apg_v14|col_v2025","plantae","Nartheciaceae","Nartheciaceae","Dioscoreales","Liliopsida"
1061,"apg_v14|col_v2025","plantae","Nassauviaceae","Asteraceae","Asterales","Magnoliopsida"
1062,"apg_v14","plantae","Naucleaceae","Rubiaceae","Gentianales","Magnoliopsida"
1063,"apg_v14|col_v2025","plantae","Nectaropetalaceae","Erythroxylaceae","Malpighiales","Magnoliopsida"
1064,"apg_v14|col_v2025","plantae","Negripteridaceae","Pteridaceae","Polypodiales","Polypodiopsida"
1065,"apg_v14|col_v2025","plantae","Neilliaceae","Rosaceae","Rosales","Magnoliopsida"
1066,"apg_v14|col_v2025","plantae","Nelsoniaceae","Acanthaceae","Lamiales","Magnoliopsida"
1067,"apg_v14|col_v2025","plantae","Nelumbonaceae","Nelumbonaceae","Proteales","Magnoliopsida"
1068,"apg_v14","plantae","Nemacladaceae","Campanulaceae","Asterales","Magnoliopsida"
